payment_id,order_id,amount,currency,status,payment_method,payment_captured_at,created_at
pay_ta83ru7myow8dt,ORD-10229,75000,INR,captured,upi,2024-11-12 15:04:00,2024-11-12 15:04:00
pay_cq1xgbngz6wmdw,ORD-10230,507600,INR,captured,upi,2024-02-24 07:34:00,2024-02-24 07:34:00
pay_fgzvrctlt4q9bc,ORD-10231,474100,INR,captured,card,2024-06-07 23:23:00,2024-06-07 23:23:00
pay_ohxs75t0ic0ra6,ORD-10232,568000,INR,captured,upi,2024-11-20 03:53:00,2024-11-20 03:53:00
pay_bzegbl2qgv3dr2,ORD-10233,983800,INR,captured,card,2024-04-30 03:17:00,2024-04-30 03:17:00
pay_chm40oeytl8hbg,ORD-10234,400300,INR,captured,wallet,2024-12-01 02:14:00,2024-12-01 02:14:00
pay_efoztp7bd4w1ar,ORD-10235,263700,INR,captured,upi,2024-12-14 18:42:00,2024-12-14 18:42:00
pay_a7zvky2refjqig,ORD-10236,104600,INR,captured,upi,2024-03-18 14:06:00,2024-03-18 14:06:00
pay_vzwd3kpug99w59,ORD-10237,41400,INR,captured,card,2024-06-29 16:21:00,2024-06-29 16:21:00
pay_h1xjg2y8rgybxk,ORD-10238,123200,INR,captured,upi,2024-07-07 09:18:00,2024-07-07 09:18:00
pay_jw6qdbtfbsciqu,ORD-10239,980600,INR,captured,upi,2024-07-15 14:51:00,2024-07-15 14:51:00
pay_hyl2ld05nhqr6f,ORD-10240,157000,INR,captured,upi,2024-06-13 19:50:00,2024-06-13 19:50:00
pay_qnezw9heyce4qg,ORD-10241,122200,INR,captured,upi,2024-06-24 22:16:00,2024-06-24 22:16:00
pay_hkf286utios5hr,ORD-10242,201300,INR,captured,upi,2024-08-12 14:48:00,2024-08-12 14:48:00
pay_k00ilu6vfua9bq,ORD-10243,1721600,INR,captured,upi,2024-05-24 12:43:00,2024-05-24 12:43:00
pay_btr23qiua08ekx,ORD-10244,172400,INR,captured,card,2024-06-20 02:24:00,2024-06-20 02:24:00
pay_ayfquv9qezg5wz,ORD-10245,712700,INR,captured,card,2024-12-02 19:56:00,2024-12-02 19:56:00
pay_4c6lbpj8t22c50,ORD-10246,107800,INR,captured,upi,2024-06-28 09:43:00,2024-06-28 09:43:00
pay_s6nbnqbnxzu1em,ORD-10247,2055100,INR,captured,upi,2024-06-07 17:42:00,2024-06-07 17:42:00
pay_er7u8h0imjyjcm,ORD-10248,4949600,INR,captured,upi,2024-02-17 20:58:00,2024-02-17 20:58:00
pay_s3qt36qnyy95g5,ORD-10249,893900,INR,captured,upi,2024-06-07 05:16:00,2024-06-07 05:16:00
pay_c6k8djzr5swk8t,ORD-10250,265400,INR,captured,card,2024-03-11 04:09:00,2024-03-11 04:09:00
pay_rp0aga24smux2r,ORD-10251,128800,INR,captured,upi,2024-10-04 00:13:00,2024-10-04 00:13:00
pay_4qke2gjr81bmqf,ORD-10252,364600,INR,captured,card,2024-11-01 12:15:00,2024-11-01 12:15:00
pay_zk94yxfiblejgu,ORD-10253,259100,INR,captured,upi,2024-01-23 13:25:00,2024-01-23 13:25:00
pay_x9fq9tea7187f8,ORD-10254,196600,INR,captured,card,2024-08-17 07:52:00,2024-08-17 07:52:00
pay_9lzrk79ufu6py0,ORD-10255,381200,INR,captured,upi,2024-12-13 18:30:00,2024-12-13 18:30:00
pay_ftlo4qdbxvh7ka,ORD-10256,611800,INR,captured,netbanking,2024-09-27 13:28:00,2024-09-27 13:28:00
pay_4y89orvscyozpn,ORD-10257,40500,INR,captured,upi,2024-11-24 15:56:00,2024-11-24 15:56:00
pay_km95d0p92k38p6,ORD-10258,135500,INR,captured,upi,2024-03-04 09:10:00,2024-03-04 09:10:00
pay_4vfk9sm7vnawjg,ORD-10259,290100,INR,captured,netbanking,2024-03-16 13:20:00,2024-03-16 13:20:00
pay_z1egntb34kuqaa,ORD-10260,223000,INR,captured,upi,2024-01-14 13:12:00,2024-01-14 13:12:00
pay_kxwexkg6xb1r8v,ORD-10261,466200,INR,captured,card,2024-02-11 11:26:00,2024-02-11 11:26:00
pay_uu5wryesu4fcl5,ORD-10262,98500,INR,captured,card,2024-03-15 04:07:00,2024-03-15 04:07:00
pay_mbnw8bkxcgw1vg,ORD-10263,58300,INR,captured,card,2024-08-28 14:50:00,2024-08-28 14:50:00
pay_53ykyydu3asnrm,ORD-10264,719200,INR,captured,netbanking,2024-04-20 04:41:00,2024-04-20 04:41:00
pay_dfhg6w3stt1eqc,ORD-10265,290900,INR,captured,card,2024-05-27 07:24:00,2024-05-27 07:24:00
pay_7rln36v1mzb3i4,ORD-10266,723300,INR,captured,card,2024-11-14 14:09:00,2024-11-14 14:09:00
pay_ylh9p1earphbxv,ORD-10267,176800,INR,captured,card,2024-11-19 16:52:00,2024-11-19 16:52:00
pay_ejcy127h6gmd47,ORD-10268,1003100,INR,captured,card,2024-01-01 19:41:00,2024-01-01 19:41:00
pay_mfs0iuduahgk6t,ORD-10269,84900,INR,captured,wallet,2024-09-25 11:08:00,2024-09-25 11:08:00
pay_774rzgyd49pso1,ORD-10270,130400,INR,captured,upi,2024-09-16 17:12:00,2024-09-16 17:12:00
pay_ede1zublekvl9p,ORD-10271,360200,INR,captured,upi,2024-07-17 11:34:00,2024-07-17 11:34:00
pay_o9p4627nayyosy,ORD-10272,432300,INR,captured,upi,2024-05-03 23:46:00,2024-05-03 23:46:00
pay_fovd79c9mv9e40,ORD-10273,1790400,INR,captured,netbanking,2024-06-29 17:30:00,2024-06-29 17:30:00
pay_11v127my89sfqe,ORD-10274,290200,INR,captured,netbanking,2024-09-02 20:27:00,2024-09-02 20:27:00
pay_rwedbcy8nyfwdc,ORD-10275,123600,INR,captured,card,2024-01-19 09:29:00,2024-01-19 09:29:00
pay_12hxrjm4t8bp6n,ORD-10276,229100,INR,captured,wallet,2024-06-07 16:36:00,2024-06-07 16:36:00
pay_4pbgx25fplo1ur,ORD-10277,42800,INR,captured,card,2024-01-19 20:30:00,2024-01-19 20:30:00
pay_yur4sor8wm9lbb,ORD-10278,107800,INR,captured,upi,2024-05-19 04:03:00,2024-05-19 04:03:00
pay_m0a6mdmmmxixv6,ORD-10279,260000,INR,captured,upi,2024-07-16 10:14:00,2024-07-16 10:14:00
pay_5egtbxpspaqalu,ORD-10280,2201400,INR,captured,upi,2024-05-16 02:57:00,2024-05-16 02:57:00
pay_u3dyms1mwnpr42,ORD-10281,445500,INR,captured,card,2024-10-06 09:38:00,2024-10-06 09:38:00
pay_hjku2w8zuvjutp,ORD-10282,220900,INR,captured,upi,2024-06-05 14:50:00,2024-06-05 14:50:00
pay_2xk2pthowq1gaz,ORD-10283,120800,INR,captured,upi,2024-06-28 14:08:00,2024-06-28 14:08:00
pay_uh80q7tw1puwsn,ORD-10284,862500,INR,captured,netbanking,2024-05-20 20:55:00,2024-05-20 20:55:00
pay_i014o46w4jkfyi,ORD-10285,361000,INR,captured,netbanking,2024-07-26 11:40:00,2024-07-26 11:40:00
pay_egi3qupxbfej2x,ORD-10286,533800,INR,captured,upi,2024-11-07 21:56:00,2024-11-07 21:56:00
pay_xb02b6lkc86y5o,ORD-10287,343200,INR,captured,upi,2024-11-26 11:28:00,2024-11-26 11:28:00
pay_iusexu1srdv1l3,ORD-10288,401200,INR,captured,upi,2024-12-13 14:36:00,2024-12-13 14:36:00
pay_307hdhjo5ctzet,ORD-10289,106200,INR,captured,card,2024-09-28 11:41:00,2024-09-28 11:41:00
pay_y857nz3a8v4x7y,ORD-10290,242800,INR,captured,upi,2024-01-14 23:19:00,2024-01-14 23:19:00
pay_jnxz6ytipa877k,ORD-10301,138310,INR,captured,card,2024-01-29 03:39:00,2024-01-29 03:39:00
pay_6w51ob537qo4z5,ORD-10302,186462,INR,captured,netbanking,2024-04-25 11:42:00,2024-04-25 11:42:00
pay_smv30qabxw2eow,ORD-10303,67413,INR,captured,card,2024-11-21 17:21:00,2024-11-21 17:21:00
pay_fs8314y2lr0jy3,ORD-10304,292226,INR,captured,upi,2024-09-14 20:24:00,2024-09-14 20:24:00
pay_non4uaauwidqj4,ORD-10305,290931,INR,captured,netbanking,2024-06-21 18:16:00,2024-06-21 18:16:00
pay_vf8guas173rih8,ORD-10306,187100,INR,failed,upi,,2024-11-24 18:43:00
pay_2kre4v9kypofkj,ORD-10307,199500,INR,failed,card,,2024-09-11 20:54:00
pay_qiuxdq59ohnpvc,ORD-10308,42400,INR,failed,upi,,2024-12-16 12:37:00
pay_cli6978v0bjwko,ORD-10309,229900,INR,failed,card,,2024-07-31 15:41:00
pay_e6bggrmqdzpjl9,ORD-10310,105200,INR,failed,upi,,2024-06-25 12:24:00
pay_5407k5w1jl6l91,ORD-10311,50700,INR,failed,card,,2024-06-12 07:34:00
pay_u7wpgbgqfqe6rp,ORD-10312,265300,INR,failed,netbanking,,2024-02-19 01:41:00
pay_uqezfmhk403uxh,ORD-10313,280700,INR,failed,card,,2024-06-16 18:47:00
pay_suoc1y5ayyov84,ORD-10314,56200,INR,failed,card,,2024-08-27 16:01:00
pay_bqzrwjxlbwq896,ORD-10315,472000,INR,failed,card,,2024-09-15 14:41:00
pay_uhbxlbc8nog85d,ORD-10316,120600,INR,failed,netbanking,,2024-05-24 15:40:00
pay_4f2k1xerp3lyex,ORD-10316,120600,INR,captured,netbanking,2024-05-24 16:16:00,2024-05-24 16:16:00
pay_sr5rup13wppbmq,ORD-10317,1179200,INR,failed,card,,2024-01-05 03:29:00
pay_iyfrwskp6rfe64,ORD-10317,1179200,INR,captured,card,2024-01-05 04:15:00,2024-01-05 04:15:00
pay_put7ssoqz3mv1a,ORD-10318,229700,INR,failed,upi,,2024-07-25 11:04:00
pay_0q24bozl01q3m7,ORD-10318,229700,INR,captured,upi,2024-07-25 11:28:00,2024-07-25 11:28:00
pay_hc9jypaoaxqox0,ORD-10319,2312700,INR,failed,upi,,2024-05-27 02:26:00
pay_0k3wy8y2deg3zg,ORD-10319,2312700,INR,captured,upi,2024-05-27 02:40:00,2024-05-27 02:40:00
pay_hxxpw2gkqraffz,ORD-10320,344500,INR,failed,upi,,2024-03-06 03:27:00
pay_8q4vhu4bawz940,ORD-10320,344500,INR,captured,upi,2024-03-06 04:18:00,2024-03-06 04:18:00
pay_09bos0765icaut,,927600,INR,captured,upi,2024-11-27 13:56:00,2024-11-27 13:56:00
pay_r7mzakgmih6mv4,,1585000,INR,captured,upi,2024-03-08 09:46:00,2024-03-08 09:46:00
pay_83y0224wk0yehv,,380600,INR,captured,card,2024-07-31 15:19:00,2024-07-31 15:19:00
pay_u9mjyg4s3meiur,,1165100,INR,captured,netbanking,2024-06-30 01:49:00,2024-06-30 01:49:00
pay_jfysyz7pq4ddv2,,383800,INR,captured,card,2024-10-14 01:32:00,2024-10-14 01:32:00
pay_w56fkps0dxme4p,,1412300,INR,captured,netbanking,2024-01-04 07:53:00,2024-01-04 07:53:00
pay_msdn1mxf1pi2oo,,1553200,INR,captured,netbanking,2024-09-21 21:23:00,2024-09-21 21:23:00
pay_p1zscmo1pob7fu,,1753200,INR,captured,netbanking,2024-05-31 13:25:00,2024-05-31 13:25:00
pay_z5zlm36vfox5ww,ORD-10321,77300,INR,pending,upi,,2024-03-14 06:43:00
pay_pm3x15dtoz5sth,ORD-10322,118400,INR,pending,upi,,2024-01-20 04:50:00
pay_slmwa6tj3kps04,ORD-10323,96600,INR,pending,upi,,2024-03-17 20:02:00
pay_jse17quami0uz7,ORD-10324,671700,INR,pending,upi,,2024-03-24 12:44:00
pay_x4iky3ufn0dsg2,ORD-10325,187600,INR,pending,upi,,2024-09-16 16:39:00
pay_qfpodpehcyou25,ORD-10326,71600,INR,pending,upi,,2024-01-09 11:26:00
pay_vw9y80pfsrq8st,ORD-10327,175900,INR,pending,upi,,2024-12-18 20:06:00
pay_zqbfu7e4dnksek,ORD-10328,198800,INR,pending,upi,,2024-10-23 18:19:00
pay_nkbf2p7kkg0atc,ORD-10329,264600,INR,pending,upi,,2024-11-18 23:44:00
pay_brlqmn44eew1yf,ORD-10330,3087100,INR,pending,card,,2024-01-17 18:49:00
pay_0dwwn6mbypjdfa,ORD-10331,208300,INR,pending,upi,,2024-08-02 04:31:00
pay_w1lxxd8t18s1sa,ORD-10332,129200,INR,pending,netbanking,,2024-11-09 16:00:00
pay_xt8jh34udtlvr7,ORD-10333,58100,INR,pending,upi,,2024-09-22 06:40:00
pay_mgatnd9tkg1f8y,ORD-10334,88400,INR,pending,netbanking,,2024-06-09 05:34:00
pay_c8gzkdf6j76biv,ORD-10335,76100,INR,pending,upi,,2024-12-12 23:48:00
