order_id,customer_id,order_amount,currency,order_date,payment_mode,order_status,created_at
ORD-10267,CUST-1256,176800,INR,2024-11-19 16:36:00,card,paid,2024-11-19 16:36:00
ORD-10268,CUST-1074,1003100,INR,2024-01-01 19:22:00,card,paid,2024-01-01 19:22:00
ORD-10269,CUST-1214,84900,INR,2024-09-25 11:04:00,wallet,paid,2024-09-25 11:04:00
ORD-10270,CUST-1279,130400,INR,2024-09-16 17:01:00,upi,paid,2024-09-16 17:01:00
ORD-10271,CUST-1241,360200,INR,2024-07-17 11:16:00,upi,paid,2024-07-17 11:16:00
ORD-10272,CUST-1183,432300,INR,2024-05-03 23:42:00,upi,paid,2024-05-03 23:42:00
ORD-10273,CUST-1171,1790400,INR,2024-06-29 17:21:00,netbanking,paid,2024-06-29 17:21:00
ORD-10274,CUST-1090,290200,INR,2024-09-02 20:11:00,netbanking,paid,2024-09-02 20:11:00
ORD-10275,CUST-1033,123600,INR,2024-01-19 09:12:00,card,paid,2024-01-19 09:12:00
ORD-10276,CUST-1103,229100,INR,2024-06-07 16:25:00,wallet,paid,2024-06-07 16:25:00
ORD-10277,CUST-1279,42800,INR,2024-01-19 20:12:00,card,paid,2024-01-19 20:12:00
ORD-10278,CUST-1025,107800,INR,2024-05-19 03:51:00,upi,paid,2024-05-19 03:51:00
ORD-10279,CUST-1205,260000,INR,2024-07-16 10:11:00,upi,paid,2024-07-16 10:11:00
ORD-10280,CUST-1255,2201400,INR,2024-05-16 02:46:00,upi,paid,2024-05-16 02:46:00
ORD-10281,CUST-1221,445500,INR,2024-10-06 09:20:00,card,paid,2024-10-06 09:20:00
ORD-10282,CUST-1168,220900,INR,2024-06-05 14:38:00,upi,paid,2024-06-05 14:38:00
ORD-10283,CUST-1086,120800,INR,2024-06-28 14:02:00,upi,paid,2024-06-28 14:02:00
ORD-10284,CUST-1181,862500,INR,2024-05-20 20:50:00,netbanking,paid,2024-05-20 20:50:00
ORD-10285,CUST-1039,361000,INR,2024-07-26 11:32:00,netbanking,paid,2024-07-26 11:32:00
ORD-10286,CUST-1082,533800,INR,2024-11-07 21:50:00,upi,paid,2024-11-07 21:50:00
ORD-10287,CUST-1065,343200,INR,2024-11-26 11:23:00,upi,paid,2024-11-26 11:23:00
ORD-10288,CUST-1017,401200,INR,2024-12-13 14:23:00,upi,paid,2024-12-13 14:23:00
ORD-10289,CUST-1040,106200,INR,2024-09-28 11:25:00,card,paid,2024-09-28 11:25:00
ORD-10290,CUST-1143,242800,INR,2024-01-14 23:11:00,upi,paid,2024-01-14 23:11:00
ORD-10291,CUST-1199,51900,INR,2024-05-14 08:45:00,upi,paid,2024-05-14 08:45:00
ORD-10292,CUST-1147,130400,INR,2024-04-12 03:08:00,netbanking,paid,2024-04-12 03:08:00
ORD-10293,CUST-1232,232200,INR,2024-02-14 21:54:00,wallet,paid,2024-02-14 21:54:00
ORD-10294,CUST-1178,43100,INR,2024-10-08 17:18:00,netbanking,paid,2024-10-08 17:18:00
ORD-10295,CUST-1081,65500,INR,2024-07-04 16:14:00,card,paid,2024-07-04 16:14:00
ORD-10296,CUST-1103,3051300,INR,2024-09-09 00:23:00,upi,paid,2024-09-09 00:23:00
ORD-10297,CUST-1189,133000,INR,2024-11-09 02:04:00,card,paid,2024-11-09 02:04:00
ORD-10298,CUST-1246,91900,INR,2024-07-28 18:04:00,card,paid,2024-07-28 18:04:00
ORD-10299,CUST-1163,55000,INR,2024-08-18 14:43:00,upi,paid,2024-08-18 14:43:00
ORD-10300,CUST-1066,105400,INR,2024-10-27 05:49:00,wallet,paid,2024-10-27 05:49:00
ORD-10301,CUST-1222,143100,INR,2024-01-29 03:33:00,card,paid,2024-01-29 03:33:00
ORD-10302,CUST-1085,182000,INR,2024-04-25 11:33:00,netbanking,paid,2024-04-25 11:33:00
ORD-10303,CUST-1041,70100,INR,2024-11-21 17:17:00,card,paid,2024-11-21 17:17:00
ORD-10304,CUST-1156,302900,INR,2024-09-14 20:10:00,upi,paid,2024-09-14 20:10:00
ORD-10305,CUST-1079,297700,INR,2024-06-21 18:02:00,netbanking,paid,2024-06-21 18:02:00
ORD-10306,CUST-1015,187100,INR,2024-11-24 18:16:00,upi,paid,2024-11-24 18:16:00
ORD-10307,CUST-1214,199500,INR,2024-09-11 20:34:00,card,paid,2024-09-11 20:34:00
ORD-10308,CUST-1155,42400,INR,2024-12-16 12:19:00,upi,paid,2024-12-16 12:19:00
ORD-10309,CUST-1031,229900,INR,2024-07-31 15:29:00,card,paid,2024-07-31 15:29:00
ORD-10310,CUST-1074,105200,INR,2024-06-25 12:08:00,upi,paid,2024-06-25 12:08:00
ORD-10311,CUST-1264,50700,INR,2024-06-12 07:29:00,card,paid,2024-06-12 07:29:00
ORD-10312,CUST-1231,265300,INR,2024-02-19 01:18:00,netbanking,paid,2024-02-19 01:18:00
ORD-10313,CUST-1215,280700,INR,2024-06-16 18:46:00,card,paid,2024-06-16 18:46:00
ORD-10314,CUST-1082,56200,INR,2024-08-27 15:56:00,card,paid,2024-08-27 15:56:00
ORD-10315,CUST-1012,472000,INR,2024-09-15 14:15:00,card,paid,2024-09-15 14:15:00
ORD-10316,CUST-1181,120600,INR,2024-05-24 15:38:00,netbanking,paid,2024-05-24 15:38:00
ORD-10317,CUST-1241,1179200,INR,2024-01-05 03:27:00,card,paid,2024-01-05 03:27:00
ORD-10318,CUST-1136,229700,INR,2024-07-25 11:02:00,upi,paid,2024-07-25 11:02:00
ORD-10319,CUST-1100,2312700,INR,2024-05-27 02:24:00,upi,paid,2024-05-27 02:24:00
ORD-10320,CUST-1144,344500,INR,2024-03-06 03:25:00,upi,paid,2024-03-06 03:25:00
ORD-10321,CUST-1174,77300,INR,2024-03-14 06:38:00,upi,processing,2024-03-14 06:38:00
ORD-10322,CUST-1257,118400,INR,2024-01-20 04:45:00,upi,processing,2024-01-20 04:45:00
ORD-10323,CUST-1243,96600,INR,2024-03-17 19:57:00,upi,processing,2024-03-17 19:57:00
ORD-10324,CUST-1168,671700,INR,2024-03-24 12:39:00,upi,processing,2024-03-24 12:39:00
ORD-10325,CUST-1154,187600,INR,2024-09-16 16:34:00,upi,processing,2024-09-16 16:34:00
ORD-10326,CUST-1154,71600,INR,2024-01-09 11:21:00,upi,processing,2024-01-09 11:21:00
ORD-10327,CUST-1214,175900,INR,2024-12-18 20:01:00,upi,processing,2024-12-18 20:01:00
ORD-10328,CUST-1136,198800,INR,2024-10-23 18:14:00,upi,processing,2024-10-23 18:14:00
ORD-10329,CUST-1246,264600,INR,2024-11-18 23:39:00,upi,processing,2024-11-18 23:39:00
ORD-10330,CUST-1195,3087100,INR,2024-01-17 18:44:00,card,processing,2024-01-17 18:44:00
ORD-10331,CUST-1010,208300,INR,2024-08-02 04:26:00,upi,processing,2024-08-02 04:26:00
ORD-10332,CUST-1211,129200,INR,2024-11-09 15:55:00,netbanking,processing,2024-11-09 15:55:00
ORD-10333,CUST-1032,58100,INR,2024-09-22 06:35:00,upi,processing,2024-09-22 06:35:00
ORD-10334,CUST-1245,88400,INR,2024-06-09 05:29:00,netbanking,processing,2024-06-09 05:29:00
ORD-10335,CUST-1176,76100,INR,2024-12-12 23:43:00,upi,processing,2024-12-12 23:43:00
ORD-10336,CUST-1136,943100,INR,2024-04-08 07:17:00,upi,processing,2024-04-08 07:17:00
ORD-10337,CUST-1116,773400,INR,2024-04-16 22:45:00,upi,processing,2024-04-16 22:45:00
ORD-10338,CUST-1246,2336500,INR,2024-05-20 09:07:00,upi,processing,2024-05-20 09:07:00
ORD-10339,CUST-1279,523100,INR,2024-06-25 04:18:00,card,processing,2024-06-25 04:18:00
ORD-10340,CUST-1041,1949400,INR,2024-12-01 08:47:00,upi,processing,2024-12-01 08:47:00
ORD-10341,CUST-1104,67600,INR,2024-10-14 22:17:00,card,processing,2024-10-14 22:17:00
ORD-10342,CUST-1123,191400,INR,2024-12-08 16:14:00,upi,processing,2024-12-08 16:14:00
ORD-10343,CUST-1027,1854200,INR,2024-06-18 22:30:00,card,processing,2024-06-18 22:30:00
ORD-10344,CUST-1071,1201500,INR,2024-03-21 13:41:00,netbanking,processing,2024-03-21 13:41:00
ORD-10345,CUST-1244,63200,INR,2024-04-12 09:20:00,card,processing,2024-04-12 09:20:00
ORD-10346,CUST-1031,340100,INR,2024-09-30 23:46:00,netbanking,processing,2024-09-30 23:46:00
ORD-10347,CUST-1020,221000,INR,2024-03-31 01:53:00,upi,processing,2024-03-31 01:53:00
ORD-10348,CUST-1254,168400,INR,2024-01-20 00:19:00,upi,processing,2024-01-20 00:19:00
ORD-10349,CUST-1055,98100,INR,2024-08-20 20:34:00,upi,processing,2024-08-20 20:34:00
ORD-10350,CUST-1069,97800,INR,2024-05-19 06:51:00,card,processing,2024-05-19 06:51:00
ORD-10351,CUST-1084,267800,INR,2024-11-27 08:45:00,card,cancelled,2024-11-27 08:45:00
ORD-10352,CUST-1173,1230100,INR,2024-12-11 06:11:00,upi,cancelled,2024-12-11 06:11:00
ORD-10353,CUST-1208,622000,INR,2024-06-16 02:25:00,upi,cancelled,2024-06-16 02:25:00
ORD-10354,CUST-1095,4628900,INR,2024-06-14 07:00:00,card,cancelled,2024-06-14 07:00:00
ORD-10355,CUST-1121,189200,INR,2024-06-17 09:37:00,upi,cancelled,2024-06-17 09:37:00
ORD-10356,CUST-1006,103500,INR,2024-12-20 07:03:00,upi,cancelled,2024-12-20 07:03:00
ORD-10357,CUST-1239,561500,INR,2024-07-26 21:32:00,netbanking,cancelled,2024-07-26 21:32:00
ORD-10358,CUST-1160,53900,INR,2024-11-23 09:23:00,upi,cancelled,2024-11-23 09:23:00
ORD-10359,CUST-1113,4633700,INR,2024-03-19 14:47:00,wallet,cancelled,2024-03-19 14:47:00
ORD-10360,CUST-1192,774900,INR,2024-10-08 15:48:00,upi,cancelled,2024-10-08 15:48:00
ORD-10361,CUST-1112,707200,INR,2024-11-01 02:33:00,upi,cancelled,2024-11-01 02:33:00
ORD-10362,CUST-1186,241800,INR,2024-02-01 17:57:00,upi,cancelled,2024-02-01 17:57:00
ORD-10363,CUST-1275,2578200,INR,2024-06-16 16:28:00,card,cancelled,2024-06-16 16:28:00
ORD-10364,CUST-1106,149300,INR,2024-09-07 02:57:00,upi,cancelled,2024-09-07 02:57:00
ORD-10365,CUST-1029,133900,INR,2024-09-19 13:29:00,upi,cancelled,2024-09-19 13:29:00
ORD-10366,CUST-1237,430400,INR,2024-06-06 23:01:00,upi,cancelled,2024-06-06 23:01:00
ORD-10367,CUST-1002,169100,INR,2024-10-23 02:02:00,upi,cancelled,2024-10-23 02:02:00
ORD-10368,CUST-1033,46000,INR,2024-02-05 15:02:00,card,cancelled,2024-02-05 15:02:00
ORD-10369,CUST-1093,4254700,INR,2024-07-10 12:28:00,netbanking,cancelled,2024-07-10 12:28:00
ORD-10370,CUST-1194,265600,INR,2024-12-15 21:55:00,upi,cancelled,2024-12-15 21:55:00
ORD-10371,CUST-1179,1084700,INR,2024-10-02 12:33:00,card,failed,2024-10-02 12:33:00
ORD-10372,CUST-1115,337100,INR,2024-06-01 14:43:00,upi,failed,2024-06-01 14:43:00
ORD-10373,CUST-1218,78700,INR,2024-04-27 07:29:00,upi,failed,2024-04-27 07:29:00
ORD-10374,CUST-1142,172300,INR,2024-01-17 21:26:00,upi,failed,2024-01-17 21:26:00
ORD-10375,CUST-1009,318700,INR,2024-02-04 03:38:00,card,failed,2024-02-04 03:38:00
ORD-10376,CUST-1025,756500,INR,2024-01-23 12:28:00,card,failed,2024-01-23 12:28:00
ORD-10377,CUST-1112,157200,INR,2024-09-14 09:14:00,netbanking,failed,2024-09-14 09:14:00
ORD-10378,CUST-1164,294800,INR,2024-12-10 10:15:00,card,failed,2024-12-10 10:15:00
ORD-10379,CUST-1074,313400,INR,2024-04-23 13:19:00,card,failed,2024-04-23 13:19:00
ORD-10380,CUST-1090,178900,INR,2024-08-06 17:31:00,card,failed,2024-08-06 17:31:00
ORD-10381,CUST-1177,177300,INR,2024-07-14 16:20:00,upi,failed,2024-07-14 16:20:00
ORD-10382,CUST-1210,3465200,INR,2024-07-11 05:48:00,upi,failed,2024-07-11 05:48:00
ORD-10383,CUST-1124,396200,INR,2024-03-14 14:58:00,card,failed,2024-03-14 14:58:00
ORD-10384,CUST-1212,656400,INR,2024-09-28 04:24:00,card,failed,2024-09-28 04:24:00
ORD-10385,CUST-1105,56000,INR,2024-08-18 11:05:00,upi,failed,2024-08-18 11:05:00
ORD-10386,CUST-1098,209800,INR,2024-07-12 21:38:00,upi,failed,2024-07-12 21:38:00
ORD-10387,CUST-1038,257600,INR,2024-09-02 06:55:00,netbanking,failed,2024-09-02 06:55:00
ORD-10388,CUST-1156,646900,INR,2024-04-07 23:07:00,upi,failed,2024-04-07 23:07:00
ORD-10389,CUST-1246,719700,INR,2024-11-05 22:13:00,upi,failed,2024-11-05 22:13:00
ORD-10390,CUST-1123,72800,INR,2024-05-24 12:29:00,upi,failed,2024-05-24 12:29:00
ORD-10391,CUST-1184,728400,INR,2024-07-03 16:56:00,upi,failed,2024-07-03 16:56:00
ORD-10392,CUST-1051,272200,INR,2024-06-12 06:23:00,card,failed,2024-06-12 06:23:00
ORD-10393,CUST-1024,140500,INR,2024-03-15 00:16:00,upi,failed,2024-03-15 00:16:00
ORD-10394,CUST-1214,549600,INR,2024-04-10 10:14:00,upi,failed,2024-04-10 10:14:00
ORD-10395,CUST-1126,58000,INR,2024-12-01 21:21:00,card,failed,2024-12-01 21:21:00
ORD-10396,CUST-1251,342700,INR,2024-09-08 14:10:00,upi,failed,2024-09-08 14:10:00
ORD-10397,CUST-1181,107200,INR,2024-10-06 15:11:00,netbanking,failed,2024-10-06 15:11:00
ORD-10398,CUST-1278,51900,INR,2024-09-25 01:53:00,netbanking,failed,2024-09-25 01:53:00
ORD-10399,CUST-1025,975500,INR,2024-03-11 20:14:00,card,failed,2024-03-11 20:14:00
ORD-10400,CUST-1078,658200,INR,2024-09-15 14:23:00,card,failed,2024-09-15 14:23:00
